parallax [mas],e_parallax [mas],distance [pc]
3.63148647061337,0.032333098383774,275.157706064867
2.99397466987052,0.026868206405784,334.389932899678
0.379936016389358,0.05982034815635,2644.99036628045
0.285898561796122,0.020179675544446,3492.56937254561
3.92162125883571,0.031123416141688,255.052076966817
1.66462986023396,0.025369992112867,600.696814150179
0.236961298852431,0.025609981031202,4239.03239360253
1.12900080827798,0.186897881596576,874.683342472618
0.716343343246395,0.022531197261369,1396.05321107396
0.11723498985366,0.038441048828254,9040.18469153437
2.03764818150819,0.10826220276185,486.327079362811
2.59259704183747,0.035888089922269,385.54690304767
2.39829787527105,0.67019238909424,2248.00509444058
0.534067408952445,0.043955396930407,1867.00167886852
2.61043015638792,0.020947578390091,383.304602576818
0.486502234597795,0.055435370284152,2043.5738155853
0.633734685068526,0.085829668524963,1587.2746948947
0.333111005477252,0.028553039070852,3027.46918222259
0.104688641843717,0.022364032847588,9632.56117012156
5.12190895487771,0.112843551757968,194.791370893807
5.24337678113947,0.244453445488598,190.957700300404
0.100204726424062,0.069726872002534,9010.38876801287
0.817532547912115,0.02614815780605,1223.87595809634
0.295013785178751,0.055388714939637,3375.61207543892
1.02363135804459,0.038836181858496,979.181747594009
0.256861959967693,0.022027691125485,3893.73928086886
2.14118652413453,0.053526671720729,466.809607996505
1.2336603513069,0.186971081471226,811.476524762868
0.424867693252617,0.034164791102353,2363.19104052088
0.848335331438501,0.044792183742131,1177.81459547508
16.1298136655639,0.045160654298646,61.9936719720327
2.05265140719663,0.046665528163278,487.062694983412
0.246710412877491,0.026889497602352,4062.39262900637
0.332389071535041,0.022440225219821,3001.75407884459
2.15911001532048,0.040303298988385,463.844813345318
0.354788632511405,0.012141328023608,2817.69942534037
3.2654147050055,0.037214496397837,306.135888424521
1.95564118740863,0.023245824144412,511.631193557848
0.835187768079639,0.041426747043372,1195.17428174475
0.482946322657943,0.024816263995314,2066.57695434458
0.605154162802196,0.052868765499034,1639.3658396404
1.40904206194435,0.183925957717828,712.789015889486
0.628715221752332,0.029211955410551,1588.43323581596
3.12091840630239,0.021426693156641,320.206553707724
1.7877181595819,0.025863366056328,559.997477896881
1.01444921432448,0.064266943087797,989.564223256383
0.569049478151688,0.043698347409503,1752.50968314655
2.48870790173716,0.04231728027321,401.773227046165
0.841997991408495,0.056562815395176,1184.38618607345
4.29716509811092,0.074195268290499,232.57933488958
0.403163191523027,0.04027618462185,2469.39547709626
2.35767732101681,0.069872598004252,424.066166929838
6.27037641472987,0.030173160174625,159.490809479076
0.328852879817808,0.045084749905543,3023.51200593876
0.923071743162278,0.049674891423636,1084.43571126907
0.851486476923011,0.035040737613412,1176.06957969534
3.53565448623084,0.048825387980295,283.049532751703
0.395001732528562,0.032708672123701,2538.8706109711
2.70597408804278,0.012536085293624,369.704844177211
2.39493819621721,0.841382424438255,4423.85986340081
0.163530520185907,0.089365575785822,7274.55178540814
2.69125947938623,0.150071604444998,367.78401785827
0.248692429624099,0.021957791400991,3990.00125992821
0.981807479547038,0.016406108098828,1020.17203231652
1.58156522744468,0.018606686559749,632.427353794567
0.57943211887863,0.027182275640757,1724.79491913433
0.096550335077982,0.037041343627085,9816.68484234902
0.543344435344438,0.039831082915271,1841.98533701133
3.35747293872902,0.044254866983032,297.633337246871
1.4537847383525,0.035567938773833,688.927110643963
0.109679986682336,0.047374490759163,9097.02055648127
1.07610505489184,0.024881796776674,928.854471405661
0.173422099789986,0.036054726092645,6089.89387141241
0.401194766749192,0.040000602449445,2451.323904777
0.670402221580744,0.04191581025863,1488.20976767328
0.206998801083651,0.062926652357232,5731.256818969
4.46723869113764,0.028675383148835,223.795039914714
1.70928123447417,0.037303693217153,585.249144250833
4.20807635321986,0.047331425328989,237.872788398548
4.07077564009444,0.032949889552246,245.507898274435
0.4310811027665,0.018494411052612,2307.70549837916
3.67279868992588,0.052613748778422,272.564422780781
2.68190591849043,0.032284440921251,372.843402179558
6.65811833675264,0.018002847798859,150.180954567272
10.6644233261764,0.03416922566329,93.7638542479149
1.93249989396298,0.039213407579587,517.124085314761
0.644106323899577,0.1590361650318,2103.23484571004
3.13605563134976,0.259119857391332,319.110871837258
0.371263733578436,0.031236945243221,2695.33297304964
0.185344347682694,0.031730763598082,5413.35660082601
2.03120651458427,0.066044866266808,492.254072868283
3.2172150133307,0.042895061289627,310.592421654451
0.582665154247722,0.049831698616009,1712.23667434935
0.298427079927809,0.04403685291205,3367.6415391805
0.148485895244852,0.029641279855733,6718.75631022296
2.74637602464551,0.031779243373694,364.127774659581
0.878776954280618,0.028295524317165,1136.76269251536
0.225965155151473,0.040071197331597,4440.20885272094
0.24753415903832,0.036152309279548,3962.35082138208
1.29810499166296,0.424374395778809,2971.00243572818
